,Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
461,DENW059,'20.11.2020 06:00',11,7,28,gut
462,DENW059,'20.11.2020 07:00',11,-,36,gut
463,DENW059,'20.11.2020 08:00',12,-,39,gut
464,DENW059,'20.11.2020 09:00',12,0,44,mäßig
465,DENW059,'20.11.2020 10:00',12,6,43,mäßig
466,DENW059,'20.11.2020 11:00',12,15,40,gut
467,DENW059,'20.11.2020 12:00',12,26,30,gut
468,DENW059,'20.11.2020 13:00',12,26,31,gut
469,DENW059,'20.11.2020 14:00',12,31,29,gut
470,DENW059,'20.11.2020 15:00',12,21,37,gut
471,DENW059,'20.11.2020 16:00',13,9,42,mäßig
472,DENW059,'20.11.2020 17:00',13,1,51,mäßig
473,DENW059,'20.11.2020 18:00',13,-,49,mäßig
474,DENW059,'20.11.2020 19:00',14,-,48,mäßig
475,DENW059,'20.11.2020 20:00',14,-,42,mäßig
476,DENW059,'20.11.2020 21:00',14,-,33,gut
477,DENW059,'20.11.2020 22:00',14,-,28,gut
478,DENW059,'20.11.2020 23:00',15,-,-,sehr gut
479,DENW059,'20.11.2020 24:00',15,-,24,gut
480,DENW059,'21.11.2020 01:00',15,0.5,25,gut
481,DENW059,'21.11.2020 02:00',16,0.2,29,gut
482,DENW059,'21.11.2020 03:00',16,2,31,gut
483,DENW059,'21.11.2020 04:00',16,3,30,gut
484,DENW059,'21.11.2020 05:00',16,4,29,gut
485,DENW059,'21.11.2020 06:00',16,11,25,gut
486,DENW059,'21.11.2020 07:00',16,17,21,gut
487,DENW059,'21.11.2020 08:00',16,18,22,gut
488,DENW059,'21.11.2020 09:00',15,21,21,gut
489,DENW059,'21.11.2020 10:00',15,22,21,gut
490,DENW059,'21.11.2020 11:00',15,23,23,gut
491,DENW059,'21.11.2020 12:00',15,33,21,gut
492,DENW059,'21.11.2020 13:00',14,43,14,sehr gut
493,DENW059,'21.11.2020 14:00',14,46,12,sehr gut
494,DENW059,'21.11.2020 15:00',14,48,14,sehr gut
495,DENW059,'21.11.2020 16:00',13,53,8,sehr gut
496,DENW059,'21.11.2020 17:00',13,45,15,sehr gut
497,DENW059,'21.11.2020 18:00',13,32,24,gut
498,DENW059,'21.11.2020 19:00',12,29,25,gut
499,DENW059,'21.11.2020 20:00',12,29,23,gut
500,DENW059,'21.11.2020 21:00',12,38,15,sehr gut
501,DENW059,'21.11.2020 22:00',12,48,6,sehr gut
502,DENW059,'21.11.2020 23:00',12,-,6,sehr gut
503,DENW059,'21.11.2020 24:00',11,51,-,sehr gut
504,DENW059,'22.11.2020 01:00',11,45,11,sehr gut
505,DENW059,'22.11.2020 02:00',10,47,7,sehr gut
506,DENW059,'22.11.2020 03:00',10,39,15,sehr gut
507,DENW059,'22.11.2020 04:00',10,41,9,sehr gut
508,DENW059,'22.11.2020 05:00',10,43,5,sehr gut
509,DENW059,'22.11.2020 06:00',9,42,9,sehr gut
510,DENW059,'22.11.2020 07:00',9,34,12,sehr gut
511,DENW059,'22.11.2020 08:00',9,38,12,sehr gut
512,DENW059,'22.11.2020 09:00',9,32,14,sehr gut
513,DENW059,'22.11.2020 10:00',8,37,9,sehr gut
514,DENW059,'22.11.2020 11:00',8,33,15,sehr gut
515,DENW059,'22.11.2020 12:00',8,29,15,sehr gut
516,DENW059,'22.11.2020 13:00',7,39,16,sehr gut
517,DENW059,'22.11.2020 14:00',7,40,17,sehr gut
518,DENW059,'22.11.2020 15:00',7,38,16,sehr gut
519,DENW059,'22.11.2020 16:00',7,31,21,gut
520,DENW059,'22.11.2020 17:00',7,30,21,gut
521,DENW059,'22.11.2020 18:00',7,24,24,gut
522,DENW059,'22.11.2020 19:00',6,29,17,sehr gut
523,DENW059,'22.11.2020 20:00',6,25,17,sehr gut
524,DENW059,'22.11.2020 21:00',6,16,22,gut
525,DENW059,'22.11.2020 22:00',6,21,19,sehr gut
526,DENW059,'22.11.2020 23:00',7,22,17,sehr gut
527,DENW059,'22.11.2020 24:00',7,-,11,sehr gut
528,DENW059,'23.11.2020 01:00',6,21,-,sehr gut
529,DENW059,'23.11.2020 02:00',6,25,10,sehr gut
530,DENW059,'23.11.2020 03:00',6,30,9,sehr gut
531,DENW059,'23.11.2020 04:00',6,24,9,sehr gut
532,DENW059,'23.11.2020 05:00',6,31,15,sehr gut
533,DENW059,'23.11.2020 06:00',6,16,18,sehr gut
534,DENW059,'23.11.2020 07:00',7,4,28,gut
535,DENW059,'23.11.2020 08:00',7,-,32,gut
536,DENW059,'23.11.2020 09:00',7,0.3,36,gut
537,DENW059,'23.11.2020 10:00',8,0.7,25,gut
538,DENW059,'23.11.2020 11:00',9,12,32,gut
539,DENW059,'23.11.2020 12:00',9,43,20,sehr gut
540,DENW059,'23.11.2020 13:00',10,44,19,sehr gut
541,DENW059,'23.11.2020 14:00',10,44,17,sehr gut
542,DENW059,'23.11.2020 15:00',10,35,26,gut
543,DENW059,'23.11.2020 16:00',10,25,33,gut
544,DENW059,'23.11.2020 17:00',11,11,45,mäßig
545,DENW059,'23.11.2020 18:00',11,2,50,mäßig
546,DENW059,'23.11.2020 19:00',12,4,45,mäßig
547,DENW059,'23.11.2020 20:00',12,0.7,45,mäßig
548,DENW059,'23.11.2020 21:00',13,0.6,42,mäßig
549,DENW059,'23.11.2020 22:00',13,0.9,37,gut
550,DENW059,'23.11.2020 23:00',13,0.5,34,gut
551,DENW059,'23.11.2020 24:00',13,0.6,31,gut
552,DENW059,'24.11.2020 01:00',14,-,28,gut
553,DENW059,'24.11.2020 02:00',14,4,-,sehr gut
554,DENW059,'24.11.2020 03:00',14,10,33,gut
555,DENW059,'24.11.2020 04:00',15,15,17,sehr gut
556,DENW059,'24.11.2020 05:00',14,17,15,sehr gut
557,DENW059,'24.11.2020 06:00',14,19,15,sehr gut
558,DENW059,'24.11.2020 07:00',14,17,19,sehr gut
559,DENW059,'24.11.2020 08:00',14,16,20,sehr gut
560,DENW059,'24.11.2020 09:00',13,17,21,gut
561,DENW059,'24.11.2020 10:00',13,-,-,sehr gut
562,DENW059,'24.11.2020 11:00',13,-,-,sehr gut
563,DENW059,'24.11.2020 12:00',13,-,-,sehr gut
564,DENW059,'24.11.2020 13:00',12,-,-,sehr gut
565,DENW059,'24.11.2020 14:00',12,20,21,gut
566,DENW059,'24.11.2020 15:00',12,25,17,sehr gut
567,DENW059,'24.11.2020 16:00',12,21,21,gut
568,DENW059,'24.11.2020 17:00',12,20,22,gut
569,DENW059,'24.11.2020 18:00',11,22,21,gut
570,DENW059,'24.11.2020 19:00',11,23,20,sehr gut
571,DENW059,'24.11.2020 20:00',11,25,18,sehr gut
572,DENW059,'24.11.2020 21:00',10,23,20,sehr gut
573,DENW059,'24.11.2020 22:00',10,26,17,sehr gut
574,DENW059,'24.11.2020 23:00',10,26,17,sehr gut
575,DENW059,'24.11.2020 24:00',10,25,17,sehr gut
576,DENW059,'25.11.2020 01:00',10,25,15,sehr gut
577,DENW059,'25.11.2020 02:00',10,26,13,sehr gut
578,DENW059,'25.11.2020 03:00',10,26,14,sehr gut
579,DENW059,'25.11.2020 04:00',10,27,13,sehr gut
580,DENW059,'25.11.2020 05:00',11,28,13,sehr gut
581,DENW059,'25.11.2020 06:00',11,25,16,sehr gut
582,DENW059,'25.11.2020 07:00',11,19,19,sehr gut
583,DENW059,'25.11.2020 08:00',11,14,24,gut
584,DENW059,'25.11.2020 09:00',12,9,28,gut
585,DENW059,'25.11.2020 10:00',12,19,17,sehr gut
586,DENW059,'25.11.2020 11:00',12,23,15,sehr gut
587,DENW059,'25.11.2020 12:00',13,23,17,sehr gut
588,DENW059,'25.11.2020 13:00',13,29,13,sehr gut
589,DENW059,'25.11.2020 14:00',13,31,-,sehr gut
590,DENW059,'25.11.2020 15:00',13,27,17,sehr gut
591,DENW059,'25.11.2020 16:00',14,26,24,gut
592,DENW059,'25.11.2020 17:00',14,20,26,gut
593,DENW059,'25.11.2020 18:00',15,16,31,gut
594,DENW059,'25.11.2020 19:00',15,7,35,gut
595,DENW059,'25.11.2020 20:00',15,5,33,gut
596,DENW059,'25.11.2020 21:00',15,1,36,gut
597,DENW059,'25.11.2020 22:00',15,1,34,gut
598,DENW059,'25.11.2020 23:00',16,-,31,gut
599,DENW059,'25.11.2020 24:00',16,1,32,gut
600,DENW059,'26.11.2020 01:00',16,2,30,gut
601,DENW059,'26.11.2020 02:00',16,3,29,gut
602,DENW059,'26.11.2020 03:00',17,5,26,gut
603,DENW059,'26.11.2020 04:00',16,7,23,gut
604,DENW059,'26.11.2020 05:00',16,8,22,gut
605,DENW059,'26.11.2020 06:00',16,6,23,gut
606,DENW059,'26.11.2020 07:00',16,3,26,gut
607,DENW059,'26.11.2020 08:00',16,0.2,28,gut
608,DENW059,'26.11.2020 09:00',16,0.4,29,gut
609,DENW059,'26.11.2020 10:00',16,5,26,gut
610,DENW059,'26.11.2020 11:00',16,10,22,gut
611,DENW059,'26.11.2020 12:00',16,16,18,sehr gut
612,DENW059,'26.11.2020 13:00',16,17,19,sehr gut
613,DENW059,'26.11.2020 14:00',16,17,20,sehr gut
614,DENW059,'26.11.2020 15:00',16,13,-,sehr gut
615,DENW059,'26.11.2020 16:00',15,9,29,gut
616,DENW059,'26.11.2020 17:00',15,2,35,gut
617,DENW059,'26.11.2020 18:00',15,0.4,39,gut
618,DENW059,'26.11.2020 19:00',15,0.3,40,gut
619,DENW059,'26.11.2020 20:00',16,0.7,39,gut
620,DENW059,'26.11.2020 21:00',16,0.7,38,gut
621,DENW059,'26.11.2020 22:00',15,0.5,39,gut
622,DENW059,'26.11.2020 23:00',15,0.4,40,gut
623,DENW059,'26.11.2020 24:00',15,-,38,gut
624,DENW059,'27.11.2020 01:00',15,0,37,gut
625,DENW059,'27.11.2020 02:00',15,0.1,36,gut
626,DENW059,'27.11.2020 03:00',15,0.1,35,gut
627,DENW059,'27.11.2020 04:00',16,0.1,34,gut
628,DENW059,'27.11.2020 05:00',16,0.1,34,gut
629,DENW059,'27.11.2020 06:00',16,0.1,33,gut
630,DENW059,'27.11.2020 07:00',16,0.1,32,gut
631,DENW059,'27.11.2020 08:00',16,0.1,31,gut
632,DENW059,'27.11.2020 09:00',16,0.5,32,gut
633,DENW059,'27.11.2020 10:00',16,2,30,gut
634,DENW059,'27.11.2020 11:00',16,3,29,gut
635,DENW059,'27.11.2020 12:00',16,4,28,gut
636,DENW059,'27.11.2020 13:00',16,5,27,gut
637,DENW059,'27.11.2020 14:00',16,5,27,gut
638,DENW059,'27.11.2020 15:00',17,7,27,gut
639,DENW059,'27.11.2020 16:00',17,5,-,sehr gut
640,DENW059,'27.11.2020 17:00',18,2,33,gut
641,DENW059,'27.11.2020 18:00',18,0.7,34,gut
642,DENW059,'27.11.2020 19:00',18,0.6,36,gut
643,DENW059,'27.11.2020 20:00',18,0.5,35,gut
644,DENW059,'27.11.2020 21:00',17,0.4,36,gut
645,DENW059,'27.11.2020 22:00',17,0.6,37,gut
646,DENW059,'27.11.2020 23:00',17,0.3,39,gut
647,DENW059,'27.11.2020 24:00',17,0.5,38,gut
648,DENW059,'28.11.2020 01:00',17,-,36,gut
649,DENW059,'28.11.2020 02:00',18,0.1,33,gut
650,DENW059,'28.11.2020 03:00',17,0.6,33,gut
651,DENW059,'28.11.2020 04:00',16,0,31,gut
652,DENW059,'28.11.2020 05:00',16,0.3,30,gut
653,DENW059,'28.11.2020 06:00',16,0.3,29,gut
654,DENW059,'28.11.2020 07:00',16,1,28,gut
655,DENW059,'28.11.2020 08:00',16,1,27,gut
656,DENW059,'28.11.2020 09:00',16,2,25,gut
657,DENW059,'28.11.2020 10:00',16,9,19,sehr gut
658,DENW059,'28.11.2020 11:00',16,13,18,sehr gut
659,DENW059,'28.11.2020 12:00',16,15,18,sehr gut
660,DENW059,'28.11.2020 13:00',15,21,16,sehr gut
661,DENW059,'28.11.2020 14:00',15,23,17,sehr gut
662,DENW059,'28.11.2020 15:00',14,21,20,sehr gut
663,DENW059,'28.11.2020 16:00',13,18,24,gut
664,DENW059,'28.11.2020 17:00',13,5,-,sehr gut
665,DENW059,'28.11.2020 18:00',13,1,41,mäßig
666,DENW059,'28.11.2020 19:00',13,1,37,gut
667,DENW059,'28.11.2020 20:00',13,1,34,gut
668,DENW059,'28.11.2020 21:00',13,0.9,32,gut
669,DENW059,'28.11.2020 22:00',13,5,28,gut
670,DENW059,'28.11.2020 23:00',13,10,23,gut
671,DENW059,'28.11.2020 24:00',13,13,18,sehr gut
672,DENW059,'29.11.2020 01:00',13,12,21,gut
673,DENW059,'29.11.2020 02:00',13,-,20,sehr gut
674,DENW059,'29.11.2020 03:00',13,22,14,sehr gut
675,DENW059,'29.11.2020 04:00',13,23,13,sehr gut
676,DENW059,'29.11.2020 05:00',13,25,11,sehr gut
677,DENW059,'29.11.2020 06:00',13,23,11,sehr gut
678,DENW059,'29.11.2020 07:00',14,25,10,sehr gut
679,DENW059,'29.11.2020 08:00',14,25,11,sehr gut
680,DENW059,'29.11.2020 09:00',14,29,9,sehr gut
681,DENW059,'29.11.2020 10:00',14,31,10,sehr gut
682,DENW059,'29.11.2020 11:00',15,34,8,sehr gut
683,DENW059,'29.11.2020 12:00',15,40,6,sehr gut
684,DENW059,'29.11.2020 13:00',15,39,7,sehr gut
685,DENW059,'29.11.2020 14:00',15,37,7,sehr gut
686,DENW059,'29.11.2020 15:00',16,35,8,sehr gut
687,DENW059,'29.11.2020 16:00',16,35,10,sehr gut
688,DENW059,'29.11.2020 17:00',16,32,14,sehr gut
689,DENW059,'29.11.2020 18:00',16,32,-,sehr gut
690,DENW059,'29.11.2020 19:00',16,29,18,sehr gut
691,DENW059,'29.11.2020 20:00',16,13,23,gut
692,DENW059,'29.11.2020 21:00',16,2,33,gut
693,DENW059,'29.11.2020 22:00',16,1,38,gut
694,DENW059,'29.11.2020 23:00',17,1,36,gut
695,DENW059,'29.11.2020 24:00',18,0.5,34,gut
696,DENW059,'30.11.2020 01:00',18,0.2,29,gut
697,DENW059,'30.11.2020 02:00',19,-,27,gut
698,DENW059,'30.11.2020 03:00',19,-,24,gut
699,DENW059,'30.11.2020 04:00',19,1,24,gut
700,DENW059,'30.11.2020 05:00',20,0.6,21,gut
701,DENW059,'30.11.2020 06:00',20,0.7,22,gut
702,DENW059,'30.11.2020 07:00',20,0.6,22,gut
703,DENW059,'30.11.2020 08:00',21,0.9,25,gut
704,DENW059,'30.11.2020 09:00',21,1,30,gut
705,DENW059,'30.11.2020 10:00',21,2,32,gut
706,DENW059,'30.11.2020 11:00',22,3,33,gut
707,DENW059,'30.11.2020 12:00',23,5,31,gut
708,DENW059,'30.11.2020 13:00',23,5,32,gut
709,DENW059,'30.11.2020 14:00',24,6,32,gut
710,DENW059,'30.11.2020 15:00',24,6,31,gut
711,DENW059,'30.11.2020 16:00',25,2,34,gut
712,DENW059,'30.11.2020 17:00',26,0.9,34,gut
713,DENW059,'30.11.2020 18:00',26,0.5,35,gut
714,DENW059,'30.11.2020 19:00',26,1,-,gut
715,DENW059,'30.11.2020 20:00',27,0.8,37,gut
716,DENW059,'30.11.2020 21:00',26,2,35,gut
717,DENW059,'30.11.2020 22:00',26,6,29,gut
718,DENW059,'30.11.2020 23:00',25,12,22,gut
719,DENW059,'30.11.2020 24:00',24,16,19,gut
720,DENW059,'01.12.2020 01:00',24,17,20,gut
721,DENW059,'01.12.2020 02:00',23,11,23,gut
722,DENW059,'01.12.2020 03:00',22,8,22,gut
723,DENW059,'01.12.2020 04:00',21,-,24,gut
724,DENW059,'01.12.2020 05:00',20,3,23,gut
725,DENW059,'01.12.2020 06:00',20,-,28,gut
726,DENW059,'01.12.2020 07:00',19,-,24,gut
727,DENW059,'01.12.2020 08:00',18,-,34,gut
728,DENW059,'01.12.2020 09:00',18,-,36,gut
729,DENW059,'01.12.2020 10:00',17,-,35,gut
730,DENW059,'01.12.2020 11:00',16,0.6,36,gut
731,DENW059,'01.12.2020 12:00',16,2,42,mäßig
732,DENW059,'01.12.2020 13:00',15,17,37,gut
733,DENW059,'01.12.2020 14:00',14,0.7,39,gut
734,DENW059,'01.12.2020 15:00',14,0.6,38,gut
735,DENW059,'01.12.2020 16:00',13,-,37,gut
736,DENW059,'01.12.2020 17:00',12,-,34,gut
737,DENW059,'01.12.2020 18:00',12,-,34,gut
738,DENW059,'01.12.2020 19:00',11,-,31,gut
739,DENW059,'01.12.2020 20:00',11,-,-,sehr gut
740,DENW059,'01.12.2020 21:00',10,-,33,gut
741,DENW059,'01.12.2020 22:00',10,-,32,gut
742,DENW059,'01.12.2020 23:00',10,-,31,gut
743,DENW059,'01.12.2020 24:00',10,-,29,gut
744,DENW059,'02.12.2020 01:00',10,-,29,gut
745,DENW059,'02.12.2020 02:00',11,-,25,gut
746,DENW059,'02.12.2020 03:00',11,-,27,gut
747,DENW059,'02.12.2020 04:00',12,-,25,gut
748,DENW059,'02.12.2020 05:00',12,-,23,gut
749,DENW059,'02.12.2020 06:00',12,-,22,gut
750,DENW059,'02.12.2020 07:00',12,-,21,gut
751,DENW059,'02.12.2020 08:00',12,0,26,gut
752,DENW059,'02.12.2020 09:00',12,-,26,gut
753,DENW059,'02.12.2020 10:00',12,0.5,24,gut
754,DENW059,'02.12.2020 11:00',12,5,22,gut
755,DENW059,'02.12.2020 12:00',11,10,18,sehr gut
756,DENW059,'02.12.2020 13:00',11,11,18,sehr gut
757,DENW059,'02.12.2020 14:00',11,-,-,sehr gut
758,DENW059,'02.12.2020 15:00',11,-,-,sehr gut
759,DENW059,'02.12.2020 16:00',11,2,23,gut
760,DENW059,'02.12.2020 17:00',10,-,28,gut
761,DENW059,'02.12.2020 18:00',10,-,30,gut
762,DENW059,'02.12.2020 19:00',10,-,30,gut
763,DENW059,'02.12.2020 20:00',11,-,30,gut
764,DENW059,'02.12.2020 21:00',11,-,32,gut
765,DENW059,'02.12.2020 22:00',11,-,32,gut
766,DENW059,'02.12.2020 23:00',11,-,29,gut
767,DENW059,'02.12.2020 24:00',11,0,28,gut
768,DENW059,'03.12.2020 01:00',11,-,28,gut
769,DENW059,'03.12.2020 02:00',11,-,26,gut
770,DENW059,'03.12.2020 03:00',11,0.8,23,gut
771,DENW059,'03.12.2020 04:00',10,0.9,23,gut
772,DENW059,'03.12.2020 05:00',10,2,21,gut
773,DENW059,'03.12.2020 06:00',10,0.4,22,gut
774,DENW059,'03.12.2020 07:00',10,0,23,gut
775,DENW059,'03.12.2020 08:00',10,0.1,26,gut
776,DENW059,'03.12.2020 09:00',10,0.8,26,gut
777,DENW059,'03.12.2020 10:00',11,1,26,gut
778,DENW059,'03.12.2020 11:00',11,4,23,gut
779,DENW059,'03.12.2020 12:00',11,-,-,sehr gut
780,DENW059,'03.12.2020 13:00',11,-,-,sehr gut
781,DENW059,'03.12.2020 14:00',11,12,19,sehr gut
782,DENW059,'03.12.2020 15:00',11,14,20,sehr gut
783,DENW059,'03.12.2020 16:00',11,14,25,gut
784,DENW059,'03.12.2020 17:00',10,16,22,gut
785,DENW059,'03.12.2020 18:00',10,19,16,sehr gut
786,DENW059,'03.12.2020 19:00',10,23,14,sehr gut
787,DENW059,'03.12.2020 20:00',10,22,14,sehr gut
788,DENW059,'03.12.2020 21:00',9,23,14,sehr gut
789,DENW059,'03.12.2020 22:00',9,26,13,sehr gut
790,DENW059,'03.12.2020 23:00',9,27,14,sehr gut
791,DENW059,'03.12.2020 24:00',8,26,14,sehr gut
792,DENW059,'04.12.2020 01:00',8,28,14,sehr gut
793,DENW059,'04.12.2020 02:00',8,29,14,sehr gut
794,DENW059,'04.12.2020 03:00',8,32,13,sehr gut
795,DENW059,'04.12.2020 04:00',8,32,13,sehr gut
796,DENW059,'04.12.2020 05:00',8,36,11,sehr gut
797,DENW059,'04.12.2020 06:00',8,41,10,sehr gut
798,DENW059,'04.12.2020 07:00',7,42,10,sehr gut
799,DENW059,'04.12.2020 08:00',7,43,11,sehr gut
800,DENW059,'04.12.2020 09:00',6,42,14,sehr gut
801,DENW059,'04.12.2020 10:00',6,37,19,sehr gut
802,DENW059,'04.12.2020 11:00',6,38,18,sehr gut
803,DENW059,'04.12.2020 12:00',6,42,16,sehr gut
804,DENW059,'04.12.2020 13:00',6,39,19,sehr gut
805,DENW059,'04.12.2020 14:00',6,43,-,sehr gut
806,DENW059,'04.12.2020 15:00',6,47,15,sehr gut
807,DENW059,'04.12.2020 16:00',5,41,18,sehr gut
808,DENW059,'04.12.2020 17:00',5,36,21,gut
809,DENW059,'04.12.2020 18:00',5,34,23,gut
810,DENW059,'04.12.2020 19:00',5,29,28,gut
811,DENW059,'04.12.2020 20:00',5,36,21,gut
812,DENW059,'04.12.2020 21:00',5,25,33,gut
813,DENW059,'04.12.2020 22:00',5,8,41,mäßig
814,DENW059,'04.12.2020 23:00',6,-,47,mäßig
815,DENW059,'04.12.2020 24:00',6,3,41,mäßig
816,DENW059,'05.12.2020 01:00',6,24,20,sehr gut
817,DENW059,'05.12.2020 02:00',6,11,22,gut
818,DENW059,'05.12.2020 03:00',6,7,21,gut
819,DENW059,'05.12.2020 04:00',6,5,29,gut
820,DENW059,'05.12.2020 05:00',7,7,27,gut
821,DENW059,'05.12.2020 06:00',7,6,24,gut
822,DENW059,'05.12.2020 07:00',8,2,27,gut
823,DENW059,'05.12.2020 08:00',9,0.3,29,gut
824,DENW059,'05.12.2020 09:00',9,3,32,gut
825,DENW059,'05.12.2020 10:00',9,11,29,gut
826,DENW059,'05.12.2020 11:00',9,39,14,sehr gut
827,DENW059,'05.12.2020 12:00',9,53,9,sehr gut
828,DENW059,'05.12.2020 13:00',9,55,8,sehr gut
829,DENW059,'05.12.2020 14:00',9,58,5,sehr gut
830,DENW059,'05.12.2020 15:00',9,58,-,sehr gut
831,DENW059,'05.12.2020 16:00',9,52,11,sehr gut
832,DENW059,'05.12.2020 17:00',10,35,26,gut
833,DENW059,'05.12.2020 18:00',10,14,45,mäßig
834,DENW059,'05.12.2020 19:00',10,24,30,gut
835,DENW059,'05.12.2020 20:00',11,21,31,gut
836,DENW059,'05.12.2020 21:00',11,17,34,gut
837,DENW059,'05.12.2020 22:00',11,16,33,gut
838,DENW059,'05.12.2020 23:00',11,18,28,gut
839,DENW059,'05.12.2020 24:00',11,-,30,gut
840,DENW059,'06.12.2020 01:00',11,16,26,gut
841,DENW059,'06.12.2020 02:00',12,3,34,gut
842,DENW059,'06.12.2020 03:00',12,0.5,29,gut
843,DENW059,'06.12.2020 04:00',12,0.3,32,gut
844,DENW059,'06.12.2020 05:00',12,0.4,29,gut
845,DENW059,'06.12.2020 06:00',12,0.2,25,gut
846,DENW059,'06.12.2020 07:00',12,0.3,23,gut
847,DENW059,'06.12.2020 08:00',12,0.4,23,gut
848,DENW059,'06.12.2020 09:00',12,0.2,25,gut
849,DENW059,'06.12.2020 10:00',12,0.9,27,gut
850,DENW059,'06.12.2020 11:00',12,2,33,gut
851,DENW059,'06.12.2020 12:00',13,5,37,gut
852,DENW059,'06.12.2020 13:00',13,6,41,mäßig
853,DENW059,'06.12.2020 14:00',14,3,43,mäßig
854,DENW059,'06.12.2020 15:00',14,6,41,mäßig
855,DENW059,'06.12.2020 16:00',15,7,-,sehr gut
856,DENW059,'06.12.2020 17:00',16,2,44,mäßig
857,DENW059,'06.12.2020 18:00',16,0.7,43,mäßig
858,DENW059,'06.12.2020 19:00',17,0.5,42,mäßig
859,DENW059,'06.12.2020 20:00',18,0.5,40,gut
860,DENW059,'06.12.2020 21:00',18,3,32,gut
861,DENW059,'06.12.2020 22:00',18,8,25,gut
862,DENW059,'06.12.2020 23:00',18,8,25,gut
863,DENW059,'06.12.2020 24:00',19,0.4,31,gut
864,DENW059,'07.12.2020 01:00',19,-,30,gut
865,DENW059,'07.12.2020 02:00',19,4,28,gut
866,DENW059,'07.12.2020 03:00',19,6,29,gut
867,DENW059,'07.12.2020 04:00',19,12,27,gut
868,DENW059,'07.12.2020 05:00',19,13,28,gut
869,DENW059,'07.12.2020 06:00',20,7,37,gut
870,DENW059,'07.12.2020 07:00',20,2,46,mäßig
871,DENW059,'07.12.2020 08:00',20,1,44,mäßig
872,DENW059,'07.12.2020 09:00',20,1,42,mäßig
873,DENW059,'07.12.2020 10:00',20,3,44,mäßig
874,DENW059,'07.12.2020 11:00',20,13,40,gut
875,DENW059,'07.12.2020 12:00',19,21,35,gut
876,DENW059,'07.12.2020 13:00',19,23,31,gut
877,DENW059,'07.12.2020 14:00',19,36,20,sehr gut
878,DENW059,'07.12.2020 15:00',18,22,32,gut
879,DENW059,'07.12.2020 16:00',18,6,42,mäßig
880,DENW059,'07.12.2020 17:00',17,17,-,sehr gut
881,DENW059,'07.12.2020 18:00',16,9,37,gut
882,DENW059,'07.12.2020 19:00',15,7,45,mäßig
883,DENW059,'07.12.2020 20:00',15,12,33,gut
884,DENW059,'07.12.2020 21:00',14,6,35,gut
885,DENW059,'07.12.2020 22:00',14,5,40,gut
886,DENW059,'07.12.2020 23:00',14,9,32,gut
887,DENW059,'07.12.2020 24:00',14,13,24,gut
888,DENW059,'08.12.2020 01:00',13,6,19,sehr gut
889,DENW059,'08.12.2020 02:00',13,-,21,gut
890,DENW059,'08.12.2020 03:00',12,-,20,sehr gut
891,DENW059,'08.12.2020 04:00',12,-,25,gut
892,DENW059,'08.12.2020 05:00',12,4,25,gut
893,DENW059,'08.12.2020 06:00',12,3,31,gut
894,DENW059,'08.12.2020 07:00',11,17,24,gut
895,DENW059,'08.12.2020 08:00',11,41,12,sehr gut
896,DENW059,'08.12.2020 09:00',11,34,19,sehr gut
897,DENW059,'08.12.2020 10:00',11,19,28,gut
898,DENW059,'08.12.2020 11:00',11,26,19,sehr gut
899,DENW059,'08.12.2020 12:00',11,30,15,sehr gut
900,DENW059,'08.12.2020 13:00',11,32,16,sehr gut
901,DENW059,'08.12.2020 14:00',11,39,12,sehr gut
902,DENW059,'08.12.2020 15:00',12,38,13,sehr gut
903,DENW059,'08.12.2020 16:00',12,34,19,sehr gut
904,DENW059,'08.12.2020 17:00',12,24,26,gut
905,DENW059,'08.12.2020 18:00',12,2,-,sehr gut
906,DENW059,'08.12.2020 19:00',12,-,39,gut
907,DENW059,'08.12.2020 20:00',12,-,32,gut
908,DENW059,'08.12.2020 21:00',12,-,35,gut
909,DENW059,'08.12.2020 22:00',12,-,31,gut
910,DENW059,'08.12.2020 23:00',12,0.2,33,gut
911,DENW059,'08.12.2020 24:00',12,4,30,gut
912,DENW059,'09.12.2020 01:00',12,4,24,gut
913,DENW059,'09.12.2020 02:00',12,11,22,gut
914,DENW059,'09.12.2020 03:00',13,-,29,gut
915,DENW059,'09.12.2020 04:00',13,-,42,mäßig
916,DENW059,'09.12.2020 05:00',14,-,41,mäßig
917,DENW059,'09.12.2020 06:00',15,-,41,mäßig
918,DENW059,'09.12.2020 07:00',15,-,41,mäßig
919,DENW059,'09.12.2020 08:00',16,-,41,mäßig
920,DENW059,'09.12.2020 09:00',18,-,-,sehr gut
921,DENW059,'09.12.2020 10:00',18,-,-,sehr gut
922,DENW059,'09.12.2020 11:00',19,-,-,sehr gut
923,DENW059,'09.12.2020 12:00',20,6,37,gut
924,DENW059,'09.12.2020 13:00',21,15,33,gut
925,DENW059,'09.12.2020 14:00',22,15,30,gut
926,DENW059,'09.12.2020 15:00',22,13,33,gut
927,DENW059,'09.12.2020 16:00',23,11,35,gut
928,DENW059,'09.12.2020 17:00',23,2,43,mäßig
929,DENW059,'09.12.2020 18:00',23,2,41,mäßig
930,DENW059,'09.12.2020 19:00',23,3,37,gut
931,DENW059,'09.12.2020 20:00',24,3,33,gut
